,index,_id,timestamp,sensor,target,groups,power
773,773,666f86c0865639045c05dda8,2024-06-17 00:43:44.403,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 21833646080.0, 'time_enabled': 24002512264.0, 'time_running': 24002512264.0}}}}",21833.64608
774,774,666f86c1865639045c05dda9,2024-06-17 00:43:45.403,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 18418302976.0, 'time_enabled': 25002586933.0, 'time_running': 25002586933.0}}}}",18418.302976
775,775,666f86c2865639045c05ddaa,2024-06-17 00:43:46.403,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 21463040000.0, 'time_enabled': 26002682492.0, 'time_running': 26002682492.0}}}}",21463.04
776,776,666f86c3865639045c05ddab,2024-06-17 00:43:47.403,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 32624148480.0, 'time_enabled': 27002775677.0, 'time_running': 27002775677.0}}}}",32624.14848
777,777,666f86c4865639045c05ddac,2024-06-17 00:43:48.403,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 23827120128.0, 'time_enabled': 28002862018.0, 'time_running': 28002862018.0}}}}",23827.120128
778,778,666f86c5865639045c05ddad,2024-06-17 00:43:49.403,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 19914883072.0, 'time_enabled': 29002982153.0, 'time_running': 29002982153.0}}}}",19914.883072
779,779,666f86c6865639045c05ddae,2024-06-17 00:43:50.403,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 30048649216.0, 'time_enabled': 30003052935.0, 'time_running': 30003052935.0}}}}",30048.649216
780,780,666f86c7865639045c05ddaf,2024-06-17 00:43:51.403,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 22014656512.0, 'time_enabled': 31003167630.0, 'time_running': 31003167630.0}}}}",22014.656512
781,781,666f86c8865639045c05ddb0,2024-06-17 00:43:52.404,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 21562589184.0, 'time_enabled': 32003324264.0, 'time_running': 32003324264.0}}}}",21562.589184
782,782,666f86c9865639045c05ddb1,2024-06-17 00:43:53.404,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 21194080256.0, 'time_enabled': 33003378124.0, 'time_running': 33003378124.0}}}}",21194.080256
783,783,666f86ca865639045c05ddb2,2024-06-17 00:43:54.404,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 25460211712.0, 'time_enabled': 34003483411.0, 'time_running': 34003483411.0}}}}",25460.211712
784,784,666f86cb865639045c05ddb3,2024-06-17 00:43:55.404,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 22294560768.0, 'time_enabled': 35003588178.0, 'time_running': 35003588178.0}}}}",22294.560768
785,785,666f86cc865639045c05ddb4,2024-06-17 00:43:56.404,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 21574254592.0, 'time_enabled': 36003674088.0, 'time_running': 36003674088.0}}}}",21574.254592
786,786,666f86cd865639045c05ddb5,2024-06-17 00:43:57.404,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 24153554944.0, 'time_enabled': 37003754509.0, 'time_running': 37003754509.0}}}}",24153.554944
787,787,666f86ce865639045c05ddb6,2024-06-17 00:43:58.404,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 30379868160.0, 'time_enabled': 38003880385.0, 'time_running': 38003880385.0}}}}",30379.86816
788,788,666f86cf865639045c05ddb7,2024-06-17 00:43:59.404,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 43651235840.0, 'time_enabled': 39003961426.0, 'time_running': 39003961426.0}}}}",43651.23584
789,789,666f86d0865639045c05ddb8,2024-06-17 00:44:00.404,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 50989498368.0, 'time_enabled': 40004054270.0, 'time_running': 40004054270.0}}}}",50989.498368
790,790,666f86d1865639045c05ddb9,2024-06-17 00:44:01.405,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 50960203776.0, 'time_enabled': 41004137906.0, 'time_running': 41004137906.0}}}}",50960.203776
791,791,666f86d2865639045c05ddba,2024-06-17 00:44:02.405,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 18710200320.0, 'time_enabled': 42004263381.0, 'time_running': 42004263381.0}}}}",18710.20032
792,792,666f86d3865639045c05ddbb,2024-06-17 00:44:03.405,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 22192783360.0, 'time_enabled': 43004387614.0, 'time_running': 43004387614.0}}}}",22192.78336
793,793,666f86d4865639045c05ddbc,2024-06-17 00:44:04.405,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 17394565120.0, 'time_enabled': 44004446634.0, 'time_running': 44004446634.0}}}}",17394.56512
794,794,666f86d5865639045c05ddbd,2024-06-17 00:44:05.405,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 29583409152.0, 'time_enabled': 45004574594.0, 'time_running': 45004574594.0}}}}",29583.409152
795,795,666f86d6865639045c05ddbe,2024-06-17 00:44:06.405,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 20242235392.0, 'time_enabled': 46004649244.0, 'time_running': 46004649244.0}}}}",20242.235392
