timestamp,current,power,voltage,temperature,is_on
2024-01-18 19:24:00.766954,280,291,1172,1113,1
2024-01-18 19:24:01.074096,268,281,1169,1113,1
2024-01-18 19:24:01.119515,268,281,1169,1113,1
2024-01-18 19:24:01.144209,268,281,1169,1113,1
2024-01-18 19:24:06.178101,268,281,1169,1113,1
2024-01-18 19:24:06.439874,284,301,1169,1113,1
2024-01-18 19:24:06.462417,284,301,1169,1113,1
2024-01-18 19:24:06.661907,269,283,1169,1113,1
2024-01-18 19:24:06.691337,269,283,1169,1113,1
2024-01-18 19:24:11.752629,269,283,1169,1113,1
2024-01-18 19:24:11.993397,269,281,1169,1113,1
2024-01-18 19:24:12.027145,269,281,1167,1113,1
2024-01-18 19:24:14.370327,269,281,1168,1113,1
2024-01-18 19:24:14.671713,273,286,1168,1113,1
2024-01-18 19:24:14.704511,273,286,1168,1113,1
2024-01-18 19:24:19.740559,273,286,1168,1113,1
2024-01-18 19:24:19.977918,271,283,1168,1113,1
2024-01-18 19:24:20.041167,271,283,1170,1113,1
2024-01-18 19:24:20.062654,271,283,1170,1113,1
2024-01-18 19:24:25.263554,271,283,1170,1113,1
2024-01-18 19:24:25.539587,266,278,1170,1113,1
2024-01-18 19:24:25.564916,266,278,1170,1113,1
2024-01-18 19:24:30.798932,266,278,1170,1113,1
2024-01-18 19:24:31.044478,267,278,1168,1113,1
2024-01-18 19:24:31.082316,267,278,1168,1113,1
2024-01-18 19:24:36.118071,267,278,1168,1113,1
2024-01-18 19:24:36.362736,266,278,1166,1113,1
2024-01-18 19:24:36.399536,266,278,1166,1113,1
2024-01-18 19:24:36.607547,268,281,1166,1113,1
2024-01-18 19:24:36.629518,268,281,1166,1113,1
2024-01-18 19:24:41.851750,268,281,1166,1113,1
2024-01-18 19:24:42.110653,268,281,1168,1113,1
2024-01-18 19:24:42.378596,271,281,1168,1113,1
2024-01-18 19:24:42.632047,271,284,1168,1113,1
2024-01-18 19:24:47.688787,271,284,1168,1113,1
2024-01-18 19:24:47.978230,270,282,1167,1113,1
2024-01-18 19:24:47.995155,270,282,1167,1113,1
2024-01-18 19:24:48.027031,270,282,1167,1113,1
2024-01-18 19:24:53.218984,270,282,1167,1113,1
2024-01-18 19:24:53.464931,267,279,1170,1113,1
2024-01-18 19:24:53.514304,267,279,1170,1113,1
2024-01-18 19:24:53.537097,267,279,1170,1113,1
2024-01-18 19:24:58.747861,267,279,1170,1113,1
2024-01-18 19:24:58.995953,268,280,1170,1113,1
2024-01-18 19:24:59.044908,268,280,1169,1113,1
2024-01-18 19:24:59.065660,268,280,1169,1113,1
2024-01-18 19:25:04.096879,268,280,1169,1113,1
2024-01-18 19:25:04.361415,270,282,1168,1113,1
2024-01-18 19:25:04.395943,270,282,1168,1113,1
2024-01-18 19:25:04.417657,270,282,1168,1113,1
2024-01-18 19:25:04.591814,269,281,1168,1113,1
2024-01-18 19:25:04.616832,269,281,1168,1113,1
2024-01-18 19:25:09.808758,269,281,1168,1113,1
