timestamp,current,power,voltage,temperature,is_on
2023-12-03 22:45:13.348312,900,1023,1181,22,1
2023-12-03 22:45:13.662496,781,882,1181,22,1
2023-12-03 22:45:13.694497,781,882,1181,22,1
2023-12-03 22:45:13.944478,682,774,1182,22,1
2023-12-03 22:45:13.971485,682,774,1182,22,1
2023-12-03 22:45:14.003493,682,774,1182,22,1
2023-12-03 22:45:19.046613,682,774,1182,22,1
2023-12-03 22:45:19.349309,421,462,1184,22,1
2023-12-03 22:45:19.380817,421,462,1184,22,1
2023-12-03 22:45:19.413266,421,462,1184,22,1
2023-12-03 22:45:24.465120,421,462,1184,22,1
2023-12-03 22:45:24.620776,453,462,1184,22,1
2023-12-03 22:45:24.736744,453,489,1184,22,1
2023-12-03 22:45:29.937881,453,489,1184,22,1
2023-12-03 22:45:30.287908,531,581,1183,22,1
2023-12-03 22:45:30.317909,531,581,1183,22,1
2023-12-03 22:45:30.349911,531,581,1183,22,1
2023-12-03 22:45:35.393723,531,581,1183,22,1
2023-12-03 22:45:35.665745,607,681,1184,22,1
2023-12-03 22:45:35.743752,607,681,1184,22,1
2023-12-03 22:45:35.780752,607,681,1184,22,1
2023-12-03 22:45:35.991772,605,684,1184,22,1
2023-12-03 22:45:36.033770,605,684,1184,22,1
2023-12-03 22:45:41.089622,605,684,1184,22,1
2023-12-03 22:45:41.364773,622,699,1184,22,1
2023-12-03 22:45:41.406773,622,699,1184,22,1
2023-12-03 22:45:41.751799,541,598,1185,22,1
2023-12-03 22:45:41.778722,541,598,1185,22,1
2023-12-03 22:45:41.815726,541,598,1185,22,1
2023-12-03 22:45:47.138893,541,598,1185,22,1
2023-12-03 22:45:47.412886,543,609,1185,22,1
2023-12-03 22:45:47.480738,543,609,1185,22,1
2023-12-03 22:45:47.774475,704,775,1185,22,1
2023-12-03 22:45:47.805071,704,775,1185,22,1
2023-12-03 22:45:47.884259,704,775,1184,22,1
2023-12-03 22:45:52.953982,704,775,1184,22,1
2023-12-03 22:45:53.236004,804,918,1184,22,1
2023-12-03 22:45:53.305009,804,918,1184,22,1
2023-12-03 22:45:54.568105,859,918,1184,22,1
2023-12-03 22:45:54.845121,880,1009,1184,22,1
2023-12-03 22:45:54.909127,880,1009,1184,22,1
2023-12-03 22:45:55.568180,880,1014,1184,22,1
2023-12-03 22:45:55.872201,884,1014,1184,22,1
2023-12-03 22:46:00.963469,884,1014,1184,22,1
2023-12-03 22:46:01.279720,587,660,1185,22,1
2023-12-03 22:46:01.310726,587,660,1185,22,1
2023-12-03 22:46:01.344267,587,660,1185,22,1
2023-12-03 22:46:06.409648,587,660,1185,22,1
2023-12-03 22:46:06.691676,588,652,1184,22,1
2023-12-03 22:46:06.723679,588,652,1184,22,1
2023-12-03 22:46:06.757679,588,652,1184,22,1
2023-12-03 22:46:12.020692,588,652,1184,22,1
2023-12-03 22:46:12.286112,529,577,1183,22,1
2023-12-03 22:46:12.349628,529,577,1183,22,1
2023-12-03 22:46:12.380967,529,577,1183,22,1
2023-12-03 22:46:12.675005,382,422,1184,22,1
2023-12-03 22:46:12.729779,382,422,1184,22,1
2023-12-03 22:46:12.764440,382,422,1184,22,1
2023-12-03 22:46:17.823515,382,422,1184,22,1
