,index,_id,timestamp,sensor,target,groups,power
0,0,666f76d6037b4d37bb017d11,2024-06-16 23:35:50.493,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 18200133632.0, 'time_enabled': 1000040466.0, 'time_running': 1000040466.0}}}}",18200.133632
1,1,666f76d7037b4d37bb017d12,2024-06-16 23:35:51.494,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 29117317120.0, 'time_enabled': 2000196438.0, 'time_running': 2000196438.0}}}}",29117.31712
2,2,666f76d8037b4d37bb017d13,2024-06-16 23:35:52.494,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 58406797312.0, 'time_enabled': 3000240530.0, 'time_running': 3000240530.0}}}}",58406.797312
3,3,666f76d9037b4d37bb017d14,2024-06-16 23:35:53.494,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 28320202752.0, 'time_enabled': 4000415829.0, 'time_running': 4000415829.0}}}}",28320.202752
4,4,666f76da037b4d37bb017d15,2024-06-16 23:35:54.494,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 14803664896.0, 'time_enabled': 5000457657.0, 'time_running': 5000457657.0}}}}",14803.664896
5,5,666f76db037b4d37bb017d16,2024-06-16 23:35:55.494,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 31948144640.0, 'time_enabled': 6000629549.0, 'time_running': 6000629549.0}}}}",31948.14464
6,6,666f76dc037b4d37bb017d17,2024-06-16 23:35:56.494,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 24272961536.0, 'time_enabled': 7000697125.0, 'time_running': 7000697125.0}}}}",24272.961536
7,7,666f76dd037b4d37bb017d18,2024-06-16 23:35:57.494,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 28199026688.0, 'time_enabled': 8000761125.0, 'time_running': 8000761125.0}}}}",28199.026688
8,8,666f76de037b4d37bb017d19,2024-06-16 23:35:58.494,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 10518528000.0, 'time_enabled': 9000966380.0, 'time_running': 9000966380.0}}}}",10518.528
9,9,666f76df037b4d37bb017d1a,2024-06-16 23:35:59.495,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 27202945024.0, 'time_enabled': 10000990815.0, 'time_running': 10000990815.0}}}}",27202.945024
10,10,666f76e0037b4d37bb017d1b,2024-06-16 23:36:00.495,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 73750544384.0, 'time_enabled': 11001063631.0, 'time_running': 11001063631.0}}}}",73750.544384
11,11,666f76e1037b4d37bb017d1c,2024-06-16 23:36:01.495,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 62047780864.0, 'time_enabled': 12001195408.0, 'time_running': 12001195408.0}}}}",62047.780864
12,12,666f76e2037b4d37bb017d1d,2024-06-16 23:36:02.495,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 33365950464.0, 'time_enabled': 13001238318.0, 'time_running': 13001238318.0}}}}",33365.950464
13,13,666f76e3037b4d37bb017d1e,2024-06-16 23:36:03.495,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 51424919552.0, 'time_enabled': 14001379924.0, 'time_running': 14001379924.0}}}}",51424.919552
14,14,666f76e4037b4d37bb017d1f,2024-06-16 23:36:04.495,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 64015368192.0, 'time_enabled': 15001462839.0, 'time_running': 15001462839.0}}}}",64015.368192
