,index,_id,timestamp,sensor,target,groups,power
897,897,666f87b3a088a5301d085ee1,2024-06-17 00:47:47.983,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 36393123840.0, 'time_enabled': 1000025126.0, 'time_running': 1000025126.0}}}}",36393.12384
898,898,666f87b4a088a5301d085ee2,2024-06-17 00:47:48.983,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 73496133632.0, 'time_enabled': 2000128239.0, 'time_running': 2000128239.0}}}}",73496.133632
899,899,666f87b5a088a5301d085ee3,2024-06-17 00:47:49.983,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 11404836864.0, 'time_enabled': 3000280395.0, 'time_running': 3000280395.0}}}}",11404.836864
900,900,666f87b6a088a5301d085ee4,2024-06-17 00:47:50.983,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 35504586752.0, 'time_enabled': 4000334425.0, 'time_running': 4000334425.0}}}}",35504.586752
901,901,666f87b7a088a5301d085ee5,2024-06-17 00:47:51.983,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 70876463104.0, 'time_enabled': 5000464299.0, 'time_running': 5000464299.0}}}}",70876.463104
902,902,666f87b8a088a5301d085ee6,2024-06-17 00:47:52.983,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 27759280128.0, 'time_enabled': 6000556902.0, 'time_running': 6000556902.0}}}}",27759.280128
903,903,666f87b9a088a5301d085ee7,2024-06-17 00:47:53.983,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 70400409600.0, 'time_enabled': 7000678780.0, 'time_running': 7000678780.0}}}}",70400.4096
904,904,666f87baa088a5301d085ee8,2024-06-17 00:47:54.983,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 94296408064.0, 'time_enabled': 8000786242.0, 'time_running': 8000786242.0}}}}",94296.408064
905,905,666f87bba088a5301d085ee9,2024-06-17 00:47:55.983,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 60346138624.0, 'time_enabled': 9000868105.0, 'time_running': 9000868105.0}}}}",60346.138624
906,906,666f87bca088a5301d085eea,2024-06-17 00:47:56.984,artur-B450M-DS3H,all,"{'rapl': {'0': {'7': {'RAPL_ENERGY_PKG': 58800734208.0, 'time_enabled': 10000955528.0, 'time_running': 10000955528.0}}}}",58800.734208
