timestamp,current,power,voltage,temperature,is_on
2024-06-16 21:43:17.436377,573,612,1189,3132,1
2024-06-16 21:43:17.749675,276,293,1191,3132,1
2024-06-16 21:43:17.766488,276,293,1191,3132,1
2024-06-16 21:43:17.794128,276,293,1191,3132,1
2024-06-16 21:43:22.827324,276,293,1191,3132,1
2024-06-16 21:43:23.075852,434,456,1190,3132,1
2024-06-16 21:43:23.108710,434,456,1190,3132,1
2024-06-16 21:43:23.135464,434,456,1190,3132,1
2024-06-16 21:43:28.168823,434,456,1190,3132,1
2024-06-16 21:43:28.436247,776,874,1187,3132,1
2024-06-16 21:43:28.451017,776,874,1187,3132,1
2024-06-16 21:43:28.471413,776,874,1187,3132,1
2024-06-16 21:43:28.665156,875,994,1186,3132,1
2024-06-16 21:43:28.687431,875,994,1186,3132,1
2024-06-16 21:43:28.715507,875,994,1186,3132,1
2024-06-16 21:43:33.751690,875,994,1186,3132,1
2024-06-16 21:43:34.026288,441,460,1189,3132,1
2024-06-16 21:43:34.045695,441,460,1189,3132,1
2024-06-16 21:43:34.069762,441,460,1189,3132,1
2024-06-16 21:43:34.589480,327,460,1189,3132,1
2024-06-16 21:43:34.833093,327,353,1189,3132,1
2024-06-16 21:43:34.869563,327,353,1190,3132,1
2024-06-16 21:43:39.912198,327,353,1190,3132,1
2024-06-16 21:43:40.158236,341,353,1190,3132,1
2024-06-16 21:43:40.201648,341,371,1190,3132,1
2024-06-16 21:43:45.404403,341,371,1190,3132,1
2024-06-16 21:43:45.647814,357,394,1190,3132,1
2024-06-16 21:43:45.697694,357,394,1188,3132,1
2024-06-16 21:43:45.718668,357,394,1188,3132,1
2024-06-16 21:43:50.766839,357,394,1188,3132,1
2024-06-16 21:43:51.011742,346,372,1187,3132,1
2024-06-16 21:43:51.060150,346,372,1187,3132,1
2024-06-16 21:43:51.079306,346,372,1187,3132,1
2024-06-16 21:43:56.112411,346,372,1187,3132,1
2024-06-16 21:43:56.353528,381,418,1187,3132,1
2024-06-16 21:43:56.388466,381,418,1187,3132,1
2024-06-16 21:43:56.643121,342,371,1188,3132,1
2024-06-16 21:43:56.659293,342,371,1188,3132,1
2024-06-16 21:43:56.689810,342,371,1188,3132,1
2024-06-16 21:44:01.722524,342,371,1188,3132,1
2024-06-16 21:44:01.954661,552,615,1187,3132,1
2024-06-16 21:44:01.986741,552,615,1187,3132,1
2024-06-16 21:44:02.015022,552,615,1187,3132,1
2024-06-16 21:44:04.487666,358,615,1187,3132,1
2024-06-16 21:44:04.758472,358,395,1188,3132,1
2024-06-16 21:44:04.791806,358,395,1188,3132,1
2024-06-16 21:44:09.827743,358,395,1188,3132,1
2024-06-16 21:44:10.062626,362,387,1188,3132,1
2024-06-16 21:44:10.083760,362,387,1188,3132,1
2024-06-16 21:44:15.122309,362,387,1188,3132,1
2024-06-16 21:44:15.393197,350,378,1189,3132,1
2024-06-16 21:44:15.442292,350,378,1189,3132,1
2024-06-16 21:44:15.462669,350,378,1189,3132,1
2024-06-16 21:44:15.622125,355,391,1189,3132,1
2024-06-16 21:44:15.664790,355,391,1189,3132,1
2024-06-16 21:44:20.741311,355,391,1189,3132,1
2024-06-16 21:44:21.025900,458,450,1188,3132,1
2024-06-16 21:44:21.061484,458,450,1188,3132,1
2024-06-16 21:44:21.083004,458,450,1188,3132,1
2024-06-16 21:44:26.120685,458,450,1188,3132,1
2024-06-16 21:44:26.393784,341,368,1189,3132,1
2024-06-16 21:44:26.427662,341,368,1189,3132,1
2024-06-16 21:44:26.450506,341,368,1189,3132,1
2024-06-16 21:44:26.648928,340,367,1190,3132,1
2024-06-16 21:44:26.667005,340,367,1190,3132,1
2024-06-16 21:44:26.695647,340,367,1190,3132,1
2024-06-16 21:44:31.727265,340,367,1190,3132,1
2024-06-16 21:44:31.972795,481,498,1189,3132,1
2024-06-16 21:44:32.028432,481,498,1189,3132,1
2024-06-16 21:44:32.048570,481,498,1189,3132,1
2024-06-16 21:44:34.455763,383,498,1189,3132,1
2024-06-16 21:44:34.686373,383,410,1189,3132,1
2024-06-16 21:44:39.774471,383,410,1189,3132,1
2024-06-16 21:44:40.076314,378,414,1188,3132,1
2024-06-16 21:44:40.091672,378,414,1188,3132,1
2024-06-16 21:44:40.116713,378,414,1188,3132,1
2024-06-16 21:44:45.154807,378,414,1188,3132,1
2024-06-16 21:44:45.403412,371,405,1187,3132,1
2024-06-16 21:44:45.441121,371,405,1187,3132,1
2024-06-16 21:44:45.463913,371,405,1187,3132,1
2024-06-16 21:44:45.660759,385,415,1185,3132,1
2024-06-16 21:44:45.676741,385,415,1185,3132,1
2024-06-16 21:44:45.697107,385,415,1185,3132,1
2024-06-16 21:44:50.729546,385,415,1185,3132,1
2024-06-16 21:44:51.023382,353,375,1187,3132,1
2024-06-16 21:44:51.040022,353,375,1187,3132,1
2024-06-16 21:44:51.064170,353,375,1187,3132,1
2024-06-16 21:44:56.368929,353,375,1187,3132,1
2024-06-16 21:44:56.642131,398,418,1188,3132,1
2024-06-16 21:44:56.673743,398,418,1188,3132,1
2024-06-16 21:44:56.697360,398,418,1188,3132,1
2024-06-16 21:45:01.748321,398,418,1188,3132,1
2024-06-16 21:45:02.043228,383,420,1188,3132,1
2024-06-16 21:45:02.075062,383,420,1188,3132,1
2024-06-16 21:45:04.394335,357,420,1188,3132,1
2024-06-16 21:45:04.654575,357,389,1188,3132,1
2024-06-16 21:45:09.884666,357,389,1188,3132,1
2024-06-16 21:45:10.164148,359,388,1189,3132,1
2024-06-16 21:45:10.180317,359,388,1189,3132,1
2024-06-16 21:45:10.213475,359,388,1189,3132,1
2024-06-16 21:45:15.256167,359,388,1189,3132,1
2024-06-16 21:45:15.522898,350,375,1189,3132,1
2024-06-16 21:45:16.810637,350,375,1189,3132,1
2024-06-16 21:45:17.093588,338,365,1187,3132,1
2024-06-16 21:45:17.110660,338,365,1187,3132,1
2024-06-16 21:45:17.132706,338,365,1187,3132,1
2024-06-16 21:45:22.475802,338,365,1187,3132,1
2024-06-16 21:45:22.706669,371,405,1189,3132,1
2024-06-16 21:45:22.758949,371,405,1189,3132,1
2024-06-16 21:45:22.794295,371,405,1189,3132,1
2024-06-16 21:45:27.830120,371,405,1189,3132,1
2024-06-16 21:45:28.113018,354,380,1191,3132,1
2024-06-16 21:45:28.128759,354,380,1191,3132,1
2024-06-16 21:45:28.151988,354,380,1191,3132,1
2024-06-16 21:45:33.187991,354,380,1191,3132,1
2024-06-16 21:45:33.452338,368,395,1189,3132,1
2024-06-16 21:45:33.484210,368,395,1189,3132,1
2024-06-16 21:45:33.508946,368,395,1189,3132,1
2024-06-16 21:45:33.688621,382,411,1189,3132,1
2024-06-16 21:45:33.708286,382,411,1189,3132,1
2024-06-16 21:45:35.454326,382,358,1189,3132,1
2024-06-16 21:45:35.721235,337,358,1189,3132,1
2024-06-16 21:45:35.756240,337,358,1190,3132,1
2024-06-16 21:45:40.912590,337,358,1190,3132,1
2024-06-16 21:45:41.199594,355,363,1189,3132,1
2024-06-16 21:45:41.217705,355,363,1189,3132,1
2024-06-16 21:45:41.241770,355,363,1189,3132,1
2024-06-16 21:45:41.523548,298,317,1189,3132,1
2024-06-16 21:45:41.548194,298,317,1189,3132,1
2024-06-16 21:45:41.607798,298,317,1190,3132,1
