timestamp,current,power,voltage,temperature,is_on
2024-06-16 21:47:43.288519,275,292,1194,3132,1
2024-06-16 21:47:43.539813,271,292,1194,3132,1
2024-06-16 21:47:43.576672,271,286,1194,3132,1
2024-06-16 21:47:48.610052,271,286,1194,3132,1
2024-06-16 21:47:48.871368,483,528,1192,3132,1
2024-06-16 21:47:48.887201,483,528,1192,3132,1
2024-06-16 21:47:48.909367,483,528,1192,3132,1
2024-06-16 21:47:53.945118,483,528,1192,3132,1
2024-06-16 21:47:54.200587,431,528,1192,3132,1
2024-06-16 21:47:54.250319,431,456,1193,3132,1
2024-06-16 21:47:54.267851,431,456,1193,3132,1
2024-06-16 21:47:54.479054,659,704,1191,3132,1
2024-06-16 21:47:54.497807,659,704,1191,3132,1
2024-06-16 21:47:54.537510,659,704,1191,3132,1
2024-06-16 21:47:59.764803,659,704,1191,3132,1
2024-06-16 21:48:00.019292,588,652,1193,3132,1
2024-06-16 21:48:00.035366,588,652,1193,3132,1
2024-06-16 21:48:00.060387,588,652,1193,3132,1
2024-06-16 21:48:00.428344,471,507,1193,3132,1
2024-06-16 21:48:00.471020,471,507,1193,3132,1
2024-06-16 21:48:04.229830,344,507,1193,3132,1
2024-06-16 21:48:04.495863,344,368,1193,3132,1
2024-06-16 21:48:09.535078,344,368,1193,3132,1
2024-06-16 21:48:09.781847,332,359,1194,3132,1
2024-06-16 21:48:09.833866,332,359,1194,3132,1
2024-06-16 21:48:09.857022,332,359,1194,3132,1
2024-06-16 21:48:15.125468,332,359,1194,3132,1
2024-06-16 21:48:15.374640,336,359,1194,3132,1
2024-06-16 21:48:15.428354,336,362,1193,3132,1
2024-06-16 21:48:15.452520,336,362,1193,3132,1
2024-06-16 21:48:20.490798,336,362,1193,3132,1
2024-06-16 21:48:20.754930,321,347,1194,3132,1
2024-06-16 21:48:20.811824,321,347,1194,3132,1
2024-06-16 21:48:20.830313,321,347,1194,3132,1
2024-06-16 21:48:25.872111,321,347,1194,3132,1
2024-06-16 21:48:26.181078,379,400,1193,3132,1
2024-06-16 21:48:26.197632,379,400,1193,3132,1
2024-06-16 21:48:26.232671,379,400,1193,3132,1
2024-06-16 21:48:26.437505,349,376,1194,3132,1
2024-06-16 21:48:26.455359,349,376,1194,3132,1
2024-06-16 21:48:26.487066,349,376,1194,3132,1
