timestamp,current,power,voltage,temperature,is_on
2024-06-16 20:35:43.865711,271,286,1196,3126,1
2024-06-16 20:35:44.088552,270,286,1196,3126,1
2024-06-16 20:35:44.122951,270,286,1197,3126,1
2024-06-16 20:35:49.155294,270,286,1197,3126,1
2024-06-16 20:35:49.377529,530,529,1194,3126,1
2024-06-16 20:35:49.424524,530,529,1194,3126,1
2024-06-16 20:35:49.444032,530,529,1194,3126,1
2024-06-16 20:35:54.673267,530,529,1194,3126,1
2024-06-16 20:35:54.949923,366,373,1195,3126,1
2024-06-16 20:35:54.964876,366,373,1195,3126,1
2024-06-16 20:35:54.985215,366,373,1195,3126,1
2024-06-16 20:36:00.162593,366,373,1195,3126,1
2024-06-16 20:36:00.390059,360,373,1195,3126,1
2024-06-16 20:36:00.482262,360,361,1195,3126,1
2024-06-16 20:36:05.522511,360,361,1195,3126,1
2024-06-16 20:36:05.795241,453,483,1195,3126,1
2024-06-16 20:36:05.828899,453,483,1194,3126,1
2024-06-16 20:36:05.851901,453,483,1194,3126,1
2024-06-16 20:36:06.046964,854,951,1192,3126,1
2024-06-16 20:36:06.061661,854,951,1192,3126,1
2024-06-16 20:36:06.083697,854,951,1192,3126,1
2024-06-16 20:36:08.728964,717,951,1192,3126,1
2024-06-16 20:36:09.016814,338,364,1195,3126,1
2024-06-16 20:36:09.031947,338,364,1195,3126,1
2024-06-16 20:36:09.050669,338,364,1195,3126,1
2024-06-16 20:36:14.087625,338,364,1195,3126,1
2024-06-16 20:36:14.360356,417,440,1194,3126,1
2024-06-16 20:36:14.380715,417,440,1194,3126,1
2024-06-16 20:36:14.411289,417,440,1194,3126,1
2024-06-16 20:36:19.444604,417,440,1194,3126,1
2024-06-16 20:36:19.704205,352,382,1194,3126,1
2024-06-16 20:36:19.747442,352,382,1194,3126,1
2024-06-16 20:36:20.007613,361,386,1195,3126,1
2024-06-16 20:36:20.024003,361,386,1195,3126,1
2024-06-16 20:36:20.046219,361,386,1195,3126,1
2024-06-16 20:36:25.083006,361,386,1195,3126,1
2024-06-16 20:36:25.342564,428,441,1193,3126,1
2024-06-16 20:36:25.396454,428,441,1193,3126,1
2024-06-16 20:36:25.415824,428,441,1193,3126,1
2024-06-16 20:36:30.614298,428,441,1193,3126,1
2024-06-16 20:36:30.854199,390,441,1193,3127,1
2024-06-16 20:36:30.904829,390,420,1193,3127,1
2024-06-16 20:36:30.923986,390,420,1193,3127,1
2024-06-16 20:36:36.141045,390,420,1193,3127,1
2024-06-16 20:36:36.365072,430,420,1193,3127,1
2024-06-16 20:36:36.402749,430,462,1193,3127,1
2024-06-16 20:36:38.693764,476,462,1193,3127,1
2024-06-16 20:36:38.960411,476,477,1193,3127,1
2024-06-16 20:36:44.134050,476,477,1193,3127,1
2024-06-16 20:36:44.377458,385,413,1192,3127,1
2024-06-16 20:36:44.425978,385,413,1192,3127,1
2024-06-16 20:36:44.452466,385,413,1192,3127,1
2024-06-16 20:36:49.483543,385,413,1192,3127,1
2024-06-16 20:36:49.804766,399,431,1194,3127,1
2024-06-16 20:36:49.828999,399,431,1194,3127,1
2024-06-16 20:36:49.848968,399,431,1194,3127,1
2024-06-16 20:36:50.037154,499,520,1193,3127,1
2024-06-16 20:36:50.052683,499,520,1193,3127,1
2024-06-16 20:36:50.072612,499,520,1193,3127,1
2024-06-16 20:36:55.187836,499,520,1193,3127,1
2024-06-16 20:36:55.417481,370,396,1194,3127,1
2024-06-16 20:36:55.466402,370,396,1194,3127,1
2024-06-16 20:36:55.486549,370,396,1194,3127,1
2024-06-16 20:36:55.765089,373,400,1194,3127,1
2024-06-16 20:36:55.783786,373,400,1194,3127,1
2024-06-16 20:37:01.025780,373,400,1194,3127,1
2024-06-16 20:37:01.282335,499,400,1194,3127,1
2024-06-16 20:37:01.323142,499,512,1194,3127,1
2024-06-16 20:37:06.358339,499,512,1194,3127,1
